"","ASV","Feature.ID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Consensus"
"2917","ASV4592","9e5896485044f3cdf41c9f3381dcfeb2","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Auriculariales"," f__Auriculariaceae"," g__Auricularia",NA,0.7
"2918","ASV1210","9e6dcb3556481e9c69eeb723ee992ed3","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales",NA,NA,NA,1
"2919","ASV4250","9e72461e06ca2733878a312676dc3009","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"2920","ASV1798","9e737a03c74e84f99c618a0161ea5a52","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales",NA,NA,NA,1
"2921","ASV3787","9e73fb10abb86eb29022f60f7459c4ed","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales",NA,NA,NA,0.7
"2922","ASV4579","9e77ab0254b840393ea134d6422bf59b","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales",NA,NA,NA,1
"2923","ASV4298","9e7d16d1bf64a387404c3d680d8dc4c7","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales",NA,NA,NA,0.9
"2924","ASV1273","9e7ee261fd03e0210e008b76f5c6b3ab","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,0.9
"2925","ASV1783","9e81549438c723669cffec7e7a1ccf14","d__Eukaryota"," p__Ascomycota"," c__Leotiomycetes",NA,NA,NA,NA,0.9
"2926","ASV3804","9e84316a7451d1ebfb56b7f90ef17da9","d__Eukaryota"," p__Basidiomycota"," c__Pucciniomycetes"," o__Pucciniales",NA,NA,NA,0.9
"2927","ASV521","9e85004a857e1cdf48ad78aa175d9f3d","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Polyporales",NA,NA,NA,0.7
"2928","ASV3724","9e8c17a8feba8b8bb015182d481448c5","d__Eukaryota"," p__Ascomycota"," c__Leotiomycetes",NA,NA,NA,NA,0.8
"2929","ASV3469","9e9d69bc93e5bfd0da99d600c76ff6b6","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Eurotiales"," f__Aspergillaceae"," g__Aspergillus",NA,0.8
"2930","ASV1601","9ea40cacc40f392c3d4260b78536ba04","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Chaetothyriales"," f__Herpotrichiellaceae",NA,NA,0.7
"2931","ASV2526","9ea9e874d972c864fe52d7ac6c8c3b2e","d__Eukaryota"," p__Basidiomycota"," c__Agaricostilbomycetes"," o__Agaricostilbales"," f__Agaricostilbaceae",NA,NA,0.6
"2932","ASV2556","9ead68b1eda7978260f13835dd44bd9d","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales",NA,NA,NA,0.9
"2933","ASV1547","9eb700b081e550d900986aca811ab02d","d__Eukaryota"," p__Ascomycota"," c__Saccharomycetes"," o__Saccharomycetales"," f__Saccharomycodaceae"," g__Hanseniaspora",NA,1
"2934","ASV745","9eef110a5f6aeafbf7f0257d4dc8e1b9","d__Eukaryota"," p__Chytridiomycota"," c__Chytridiomycetes"," o__Spizellomycetales",NA,NA,NA,0.6
"2935","ASV3751","9f0218df1cb33250433ee96123c189f6","d__Eukaryota"," p__Peronosporomycetes"," c__Peronosporomycetes"," o__Peronosporomycetes"," f__Peronosporomycetes"," g__Pythium",NA,0.7
"2936","ASV338","9f09aef2814c08cc937276bd189f6001","d__Eukaryota"," p__Basidiomycota"," c__Exobasidiomycetes"," o__Georgefischeriales"," f__Tilletiariaceae",NA,NA,0.7
"2937","ASV1228","9f0ac75fb34c2ac2fb6385ce090b208a","d__Eukaryota"," p__Basidiomycota",NA,NA,NA,NA,NA,1
"2938","ASV4017","9f0d55042301f07c3c4cc1a2c16decbf","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales"," f__Hypocreaceae"," g__Trichoderma",NA,0.6
"2939","ASV809","9f108e0ecc95f5b63a3bca3fd71e765e","d__Eukaryota"," p__Chytridiomycota"," c__Chytridiomycetes",NA,NA,NA,NA,0.7
"2940","ASV1621","9f1ad7bb6b46bf45bf66a8b9515579fe","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales"," f__Apiosporaceae"," g__Arthrinium",NA,1
"2941","ASV1308","9f243d76c45d9a18d08b0e25c545d593","d__Eukaryota"," p__Ascomycota"," c__Leotiomycetes",NA,NA,NA,NA,0.9
"2942","ASV3557","9f29a0656981a4d1b0297640ed78d784","d__Eukaryota"," p__Basidiomycota",NA,NA,NA,NA,NA,0.6
"2943","ASV1424","9f373c837a3eb27662b3156723f5bf71","d__Eukaryota"," p__Ascomycota"," c__Saccharomycetes"," o__Saccharomycetales"," f__Incertae_Sedis"," g__Ambrosiozyma",NA,0.6
"2944","ASV4505","9f42ef5638db14ae13d0355f01f79114","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes",NA,NA,NA,NA,0.7
"2945","ASV1537","9f64c5f6e1a611aa27e6f99e40413ac0","d__Eukaryota"," p__Ascomycota"," c__Saccharomycetes"," o__Saccharomycetales"," f__Trichomonascaceae"," g__Wicherhamiella-Candida_clade",NA,0.7
"2946","ASV3896","9f71df9d970179a9ac8006c108c12ebd","d__Eukaryota"," p__Peronosporomycetes"," c__Peronosporomycetes"," o__Peronosporomycetes"," f__Peronosporomycetes",NA,NA,1
"2947","ASV3964","9fb12d8d57f9784617a11a40fcdcc198","d__Eukaryota"," p__Chytridiomycota"," c__Monoblepharidomycetes"," o__Monoblepharidales",NA,NA,NA,0.6
"2948","ASV1584","9fb6343a5b5311196daa27464cc1ed4f","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes",NA,NA,NA,NA,0.7
"2949","ASV2164","9fc230c71ee635e729678e1d185c00e9","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales",NA,NA,NA,1
"2950","ASV3500","9fc3bf00ee59277841fa20333b3bcd83","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"2951","ASV4449","9fc5843b0701dbe4facb37b42ff6c72c","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes",NA,NA,NA,NA,0.8
"2952","ASV125","9fc8d0f3558014e5e030028310a59ca8","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes",NA,NA,NA,NA,1
"2953","ASV621","9fc8e1e408895febec94baf039b34470","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Agaricales",NA,NA,NA,0.8
"2954","ASV3995","9fd4849ad599e6b441bcbe19bc8cfd88","d__Eukaryota"," p__Chytridiomycota"," c__Chytridiomycetes"," o__Spizellomycetales"," f__Powellomycetaceae",NA,NA,0.7
"2955","ASV2681","9fd4b78589aa3d5f6c96d6cb499b40bd","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes",NA,NA,NA,NA,0.9
"2956","ASV1247","9fdedd93a5e215cfdce189fe46e8e41c","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales"," f__Apiosporaceae"," g__Arthrinium",NA,0.7
"2957","ASV161","9fee926461d80c1d9ba9d681c711fb92","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales",NA,NA,NA,1
"2958","ASV867","a00640b21e0601d41050cef7956dc0fd","d__Eukaryota"," p__Basidiomycota"," c__Microbotryomycetes"," o__Sporidiobolales"," f__Sporidiobolaceae"," g__Rhodotorula",NA,0.9
"2959","ASV1259","a018441a1ca74b8f2cfb9041b290fb7a","d__Eukaryota"," p__Ascomycota"," c__Taphrinomycetes"," o__Taphrinales"," f__Taphrinaceae"," g__Taphrina",NA,0.9
"2960","ASV3218","a01977aa080a8f8269000dc86289c245","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Chaetothyriales",NA,NA,NA,0.6
"2961","ASV2893","a021689370e6610f5ed6c72e7c68f5ea","d__Eukaryota"," p__Chytridiomycota"," c__Monoblepharidomycetes"," o__Monoblepharidales",NA,NA,NA,0.6
"2962","ASV2347","a022ad10c2093a4cb6b0f52c5908e21d","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes",NA,NA,NA,NA,0.9
"2963","ASV1924","a0237ffbf890311c286bcc5b9bc7f344","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Microascales",NA,NA,NA,0.9
"2964","ASV4277","a03ecae2cfe337ae5c3364b5f7427d81","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"2965","ASV1503","a08af464386fc07e7cdba08b02ca9674","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"2966","ASV3148","a093561e8b1d8fa4f09b660096c7d5f3","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,1
"2967","ASV1125","a0a5ea211f02d8351077b2e6050becee","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Magnaporthales"," f__Magnaporthaceae",NA,NA,0.6
"2968","ASV3219","a0a9f6bf4d06a4778c4a55a41e70bfe4","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales",NA,NA,NA,0.9
"2969","ASV1363","a0b51a5c3cc3008cb97a835275f95a53","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Trichosporonales"," f__Trichosporonaceae"," g__Vanrija",NA,0.6
"2970","ASV3484","a0be25885eb7c6d8f5a87f52c49bcf2d","d__Eukaryota"," p__Chytridiomycota",NA,NA,NA,NA,NA,0.7
"2971","ASV4742","a0c072c8b3b56e11e14cee6e1341e571","d__Eukaryota"," p__Basidiomycota"," c__Ustilaginomycetes"," o__Ustilaginales"," f__Ustilaginaceae",NA,NA,1
"2972","ASV2516","a0c597e169d902530fc4192336fbba17","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales",NA,NA,NA,1
"2973","ASV3930","a0cc148feb05fd07e66f7a95e81b086e","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales",NA,NA,NA,1
"2974","ASV1780","a0cc2258c0b481003250e4bd5a21d954","d__Eukaryota"," p__Chytridiomycota"," c__Chytridiomycetes"," o__Spizellomycetales",NA,NA,NA,0.7
"2975","ASV1698","a0d9f7912af5789f5d78d8e9d25fc5f4","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales"," f__Xylariaceae",NA,NA,0.9
"2976","ASV1868","a0da5da4f4aa81038a8b44c7119a389d","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes",NA,NA,NA,NA,0.8
"2977","ASV98","a0dabd9388b94a7cdbcf667a27969886","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,1
"2978","ASV3550","a0f3ab1e688ffcd268ea3399c802485f","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales",NA,NA,NA,0.7
"2979","ASV1502","a0fbf6d0565cb552484fd7b7bfbbc096","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Capnodiales"," f__Mycosphaerellaceae",NA,NA,0.6
"2980","ASV2607","a104f41655cd015f71c0f43584fa9457","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Capnodiales"," f__Teratosphaeriaceae",NA,NA,0.7
"2981","ASV610","a10603b1a510be635bbd6a6926da0e1a","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales",NA,NA,NA,0.9
"2982","ASV5","a11833b71b0314a19b57a2530acd7d56","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,1
"2983","ASV4656","a11ac0ccc146869de4233e4579b539af","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales"," f__Incertae_Sedis"," g__Acremonium",NA,0.8
"2984","ASV3913","a11eb64ced80b16bd1870fbf04c13c0b","d__Eukaryota"," p__Chytridiomycota"," c__Chytridiomycetes"," o__Chytridiales",NA,NA,NA,0.6
"2985","ASV1347","a11f787268687d5e99ae7af06b5e723e","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"2986","ASV1459","a1468b77cb51847494eeceb366ff96c0","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,1
"2987","ASV664","a1517254ab86aedcf6e04c80c01acf1e","d__Eukaryota"," p__Basidiomycota"," c__Agaricostilbomycetes"," o__Agaricostilbales",NA,NA,NA,1
"2988","ASV2937","a1540fceddac5e8d4dfe7efdccf9a3ed","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Glomerellales"," f__Plectosphaerellaceae"," g__Verticillium",NA,0.7
"2989","ASV4325","a15fa2b1a2ec1fb47166a5e7b0746d22","d__Eukaryota"," p__Basidiomycota",NA,NA,NA,NA,NA,1
"2990","ASV4376","a16c1be863452142b6ad992e65d78e9c","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,1
"2991","ASV2910","a17779a49eb037dd68b078b2b0a13b6f","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Tremellales"," f__Rhynchogastremataceae"," g__Papiliotrema",NA,0.7
"2992","ASV4331","a17b69b6d9670342064cac925a34ac17","d__Eukaryota"," p__Zoopagomycota"," c__Incertae_Sedis"," o__Harpellales"," f__Legeriomycetaceae"," g__Smittium",NA,0.8
"2993","ASV735","a187b94b2a8924f3710a51f0ac545c75","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes",NA,NA,NA,NA,0.9
"2994","ASV2529","a19202d3b9dd0209284516f50c04cb30","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales"," f__Didymellaceae"," g__Boeremia"," s__Boeremia_exigua",0.6
"2995","ASV438","a19b55f163714b382a6c20aaae6403f6","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes",NA,NA,NA,NA,0.6
"2996","ASV2370","a19d3ed5fa02ba9a768049e835f2b9f1","d__Eukaryota"," p__Ascomycota"," c__Saccharomycetes"," o__Saccharomycetales"," f__Saccharomycetaceae",NA,NA,0.9
"2997","ASV3595","a19d9fdea5d4127f266a332be357b004","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes",NA,NA,NA,NA,0.6
"2998","ASV2219","a1ac1d9e8ec4febb7db65a1a75ab712b","d__Eukaryota"," p__Chytridiomycota"," c__Chytridiomycetes",NA,NA,NA,NA,0.7
"2999","ASV727","a1c9dbe231890e8e0f2dc0a53a62207c","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Capnodiales",NA,NA,NA,0.7
"3000","ASV3437","a1e4164a85d9cfc0f041523c6297f480","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,1
"3001","ASV1076","a1f96dc70d54e97ef713b20ac114a30b","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,1
"3002","ASV1818","a2094f01f47510f69ab94ef5eb42a814","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Tremellales",NA,NA,NA,0.8
"3003","ASV2242","a2124abd35ad07811e1f7f38d2f8244a","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Auriculariales"," f__Auriculariaceae"," g__Auricularia"," s__Auricularia_polytricha",0.6
"3004","ASV480","a21482f523ff83e7efd3a7e594ea8bd2","d__Eukaryota"," p__Chytridiomycota"," c__Chytridiomycetes",NA,NA,NA,NA,0.8
"3005","ASV1157","a21b328c45db458d601a7dfc209d776b","d__Eukaryota"," p__Chytridiomycota"," c__Chytridiomycetes",NA,NA,NA,NA,0.7
"3006","ASV113","a21b35a2c03e59dd8a8cc66d307dc350","d__Eukaryota"," p__Basidiomycota"," c__Microbotryomycetes"," o__Incertae_Sedis",NA,NA,NA,0.6
"3007","ASV1940","a2258d0597cd54f8539e2a845408f78e","d__Eukaryota"," p__Mucoromycota"," c__Incertae_Sedis"," o__Mucorales"," f__Mucoraceae"," g__Mucor",NA,0.9
"3008","ASV4482","a22cd4fe892ca017752a276d669d5ec0","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"3009","ASV4604","a2507ff0f8aeb855039efe8830a6f838","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes",NA,NA,NA,NA,0.9
"3010","ASV3662","a253b0a7f2eb6d8403a584de2c68ac7d","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Auriculariales"," f__Auriculariaceae"," g__Auricularia"," s__Auricularia_polytricha",0.6
"3011","ASV3871","a270b01e742632da598f7c95b38618b6","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes",NA,NA,NA,NA,0.8
"3012","ASV766","a279b3cc9cb52a435592ab6e3737429a","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales"," f__Stachybotryaceae"," g__Stachybotrys",NA,0.7
"3013","ASV246","a28b68a0c939afa3c98d13026561470b","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Chaetothyriales"," f__Herpotrichiellaceae"," g__Exophiala",NA,0.6
"3014","ASV268","a29b750c8c63ac76dba8023b70db9e31","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,1
"3015","ASV1066","a2a60f9616ab03bd175aeb391b96fc45","d__Eukaryota"," p__Chytridiomycota",NA,NA,NA,NA,NA,0.8
"3016","ASV1231","a2af25348ba6d7871c6dce4f7a6eadab","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"3017","ASV4414","a2cc13b7e4a41dacf3ab691e6459e3c7","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales"," f__Cordycipitaceae",NA,NA,1
"3018","ASV3424","a2d28b01c0b16ef6977255def088e1a3","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales",NA,NA,NA,1
"3019","ASV2547","a2f8713386ef29302ba84515d429b45f","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Tremellales",NA,NA,NA,0.8
"3020","ASV430","a304fec0793936e4f3a02fc98408f59d","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"3021","ASV4457","a31bb06b1c58b372cf3817aecfc34231","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Polyporales",NA,NA,NA,0.9
"3022","ASV3912","a31c1763be9bdaef03c4af5d11352b10","d__Eukaryota"," p__Basidiomycota"," c__Agaricostilbomycetes"," o__Agaricostilbales"," f__Agaricostilbaceae",NA,NA,0.6
"3023","ASV3421","a33c0d7fd90e605a0986df1bfebb1f5c","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales"," f__Incertae_Sedis"," g__Sarocladium",NA,1
"3024","ASV995","a341df2a9bc927ff7b0f72473f7ce3dc","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Tremellales",NA,NA,NA,0.9
"3025","ASV2433","a34f527a08c2f9d4fef5fc1b02ecbf2e","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"3026","ASV2399","a3691454a66a580d466ea510e5006df4","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales"," f__Bionectriaceae",NA,NA,0.7
"3027","ASV1171","a36e7110f00ee99ed340df9f5bc76ec1","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Dothideales",NA,NA,NA,0.556
"3028","ASV1622","a3830abd719b358b1b6bc9994aa5a7f5","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,1
"3029","ASV1383","a39572419a0d9f3717f3a513cf33c6da","d__Eukaryota"," p__Ascomycota"," c__Leotiomycetes"," o__Helotiales",NA,NA,NA,0.6
"3030","ASV2883","a395a832766edbf141084dc99bb2ada8","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes",NA,NA,NA,NA,0.9
"3031","ASV3085","a3a0db8652840b6878e2a1d7be584cd8","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales"," f__Apiosporaceae"," g__Arthrinium",NA,0.7
"3032","ASV3653","a3d0157fe3e199c0c53833634e76adb3","d__Eukaryota"," p__Chytridiomycota"," c__Chytridiomycetes"," o__Spizellomycetales",NA,NA,NA,0.6
"3033","ASV869","a3d03196b8838c109e5c4fc35584f8bb","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Sordariales"," f__Chaetomiaceae",NA,NA,0.6
"3034","ASV2456","a3dba3308abfd05b73e00262ebcca668","d__Eukaryota"," p__Basidiomycota"," c__Agaricostilbomycetes"," o__Agaricostilbales"," f__Agaricostilbaceae",NA,NA,0.7
"3035","ASV492","a3e4b4ca05756b2573144093252ad26b","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Venturiales"," f__Sympoventuriaceae"," g__Ochroconis",NA,0.6
"3036","ASV1889","a3f9def4b13bf44ae75fd1c7789df086","d__Eukaryota"," p__Basidiomycota"," c__Malasseziomycetes"," o__Malasseziales"," f__Malasseziaceae"," g__Malassezia"," s__uncultured_fungus",1
"3037","ASV3490","a4012872821b33586e882c5b6f234ca3","d__Eukaryota"," p__Basidiomycota"," c__Pucciniomycetes"," o__Pucciniales",NA,NA,NA,0.9
"3038","ASV3891","a41f4b2b7cd77f36eb1584859d777879","d__Eukaryota"," p__Basidiomycota"," c__Agaricostilbomycetes"," o__Agaricostilbales",NA,NA,NA,1
"3039","ASV3311","a43267987b6908503ce5f3d5421cb815","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Polyporales",NA,NA,NA,0.6
"3040","ASV863","a439c6ae5edcddaeb6dcb2c00ac126c0","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales",NA,NA,NA,1
"3041","ASV2909","a43a82b8c47cfb95e6d470453edfdf60","d__Eukaryota"," p__Chytridiomycota"," c__Chytridiomycetes"," o__Gromochytriales"," f__Gromochytriaceae"," g__uncultured"," s__uncultured_Chytridiomycota",1
"3042","ASV2698","a4588229dfe67b8a382feaa666da129d","d__Eukaryota"," p__Ascomycota"," c__Leotiomycetes"," o__Helotiales",NA,NA,NA,0.8
"3043","ASV2318","a4624dc6d81d36d3f883a7cb5f936e34","d__Eukaryota"," p__Ascomycota"," c__Saccharomycetes"," o__Saccharomycetales"," f__Dipodascaceae"," g__Magnusiomyces",NA,0.6
"3044","ASV3355","a462e9b762358908a4424caae88612d8","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales",NA,NA,NA,0.6
"3045","ASV4442","a465ed878dd74d1e536b031f09117645","d__Eukaryota"," p__Chytridiomycota"," c__Chytridiomycetes",NA,NA,NA,NA,0.8
"3046","ASV431","a472f3b5d406d071c9f4a0b77b501f68","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales",NA,NA,NA,1
"3047","ASV4548","a485cb7daed65750eebf7b25787ff03b","d__Eukaryota"," p__Basidiomycota"," c__Pucciniomycetes"," o__Pucciniales"," f__Pucciniaceae",NA,NA,0.6
"3048","ASV1139","a491b64a53f8bb8703006dcc469fd18f","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"3049","ASV2716","a4934c2d0258ed6fa6f7441653f63b54","d__Eukaryota"," p__Peronosporomycetes"," c__Peronosporomycetes"," o__Peronosporomycetes"," f__Peronosporomycetes",NA,NA,0.8
"3050","ASV4045","a498449eec04783312ce341585a1ed95","d__Eukaryota"," p__Basidiomycota"," c__Agaricostilbomycetes"," o__Agaricostilbales",NA,NA,NA,1
"3051","ASV2361","a49e7486cbc4aae2879c3323c36df891","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes",NA,NA,NA,NA,0.9
"3052","ASV2663","a4a6b1f2878891abcb0147bccfa6fcfe","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Agaricales",NA,NA,NA,1
"3053","ASV119","a4adad109fee5278feb9ef81f6e37cf0","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes",NA,NA,NA,NA,1
"3054","ASV602","a4c7932aaaea14a2001f59d1fb146d04","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales",NA,NA,NA,0.9
"3055","ASV57","a4df690663a7b391612d4d939f8581ed","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Sordariales",NA,NA,NA,0.7
"3056","ASV3741","a4ee29916c2516a5175a789367b58563","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales",NA,NA,NA,1
"3057","ASV968","a4fd465e3791120faf08ac3e7958df49","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Capnodiales"," f__Mycosphaerellaceae",NA,NA,0.9
"3058","ASV874","a5156e59dd132a1f5eb186c1349cbb75","d__Eukaryota"," p__Chytridiomycota"," c__Chytridiomycetes",NA,NA,NA,NA,0.7
"3059","ASV1188","a5200caded2f7141ba5f24bf1bac2cc5","d__Eukaryota"," p__Chytridiomycota"," c__Chytridiomycetes",NA,NA,NA,NA,0.8
"3060","ASV4659","a528e2cd89fd6ec945077cf311e8e53f","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Russulales",NA,NA,NA,0.8
"3061","ASV3816","a5401044c2533ceee9fbe61e065b74fa","d__Eukaryota"," p__Ascomycota"," c__Saccharomycetes"," o__Saccharomycetales"," f__Saccharomycetaceae",NA,NA,0.9
"3062","ASV3506","a553231b1e9ca9df488829191786cf09","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"3063","ASV1233","a564a9897639d4c3b6961dfb817cf547","d__Eukaryota"," p__Basidiomycota",NA,NA,NA,NA,NA,1
"3064","ASV2633","a56746076c1562e0c34d81354c70b902","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Chaetothyriales"," f__Herpotrichiellaceae",NA,NA,0.7
"3065","ASV4407","a582fa312adff24710a47023175ac5f5","d__Eukaryota"," p__Chytridiomycota",NA,NA,NA,NA,NA,0.6
"3066","ASV111","a58d51e845c121b2dd27cdf75e105f76","d__Eukaryota"," p__Peronosporomycetes"," c__Peronosporomycetes"," o__Peronosporomycetes"," f__Peronosporomycetes",NA,NA,1
"3067","ASV3345","a5b2d08fe02471e169f18fa42a05cb59","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Glomerellales",NA,NA,NA,0.6
"3068","ASV4161","a5cb05e1d151f7c74073dc32c6fa2429","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Dothideales"," f__Aureobasidiaceae"," g__Aureobasidium"," s__Aureobasidium_pullulans",0.6
"3069","ASV1421","a5cc09a3da8ff60b319057a8be0e6998","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes",NA,NA,NA,NA,0.7
"3070","ASV474","a5d6b8e7af75e5bc6c451d8651fb40ee","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Dothideales",NA,NA,NA,0.889
"3071","ASV1483","a5ddde60b91a5a2751660d9a90944cc6","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes",NA,NA,NA,NA,1
"3072","ASV4040","a5df987f81aaa1563d543d51b2aa1904","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Cantharellales"," f__Tulasnellaceae"," g__Tulasnella"," s__uncultured_Tulasnella",1
"3073","ASV66","a607ede19940614f9f795926f1f08fdb","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"3074","ASV533","a60f029ffc40ee6cefc0d202c376a156","d__Eukaryota"," p__Basidiomycota",NA,NA,NA,NA,NA,0.9
